	年份	报告标题	披露时间	披露机构	攻击方法	组织别名	报告摘要
233	2018 (134)	美国recordedfuture公司称清华大学涉黑客攻击	2018/8/16	Recorded Future	['暂无数据']	暂无数据	美国网络安全公司“记录未来”公司称，在阿拉斯加贸易代表团访华前后数周，这群黑客利用中国清华大学的计算机攻击美国能源和通信公司以及阿拉斯加州政府。今年5月，由阿拉斯加州州长比尔·沃克率领的企业和经济机构代表团在中国访问一周。 报道称，这个贸易代表团涉及的机构成为中国黑客重点关注的对象，从而凸显了围绕日益加剧的美中贸易争端的紧张关系。
234	2018 (134)	Red Eyes黑客组织浮出水面，疑为ProgamsByMe活动幕后策划	2018/8/16	AhnLab	['暂无数据']	APT37Group123ScarCruft	Red Eyes黑客组织又被成为Geumseong121
235	2018 (134)	Goblin Panda组织针对Bears组织	2018/8/2	Sebdraven(persion)	['恶意软件']	HellsingGoblin Panda	Goblin Panda使用Sisfader RAT以针对Vietnameses Officials的相同开发技术瞄准俄罗斯电信公司。
236	2018 (134)	apt攻击组织Gorgon近期活动	2018/8/2	paloalto	"['鱼叉式网络钓鱼电子邮件', '漏洞利用', '跨站脚本攻击', 'DDOS攻击', '零日漏洞', '无文件攻击', '木马后门', '拒绝服务攻击', '水坑式攻击', '供应链攻击', '中间人攻击', 'APT攻击']"		Gorgon Group是一个被认为来自巴基斯坦的攻击组织。该组织在8月份由Palo Alto的Unit42团队进行了披露。和其他组织不同的是，该组织最常见的攻击是针对全球的外贸人士进行攻击，该组织还发现针对英国、西班牙、俄罗斯、美国等政府目标发起了攻击。
237	2018 (134)	恶意文件目标越南官员	2018/8/1	Sebdraven(persion)	['恶意软件']	暂无数据	中国黑客组织1937CN继续使用相同的TTP瞄准越南官员，并使用所使用的工具。该组用于创建RTF恶意文档的工具集与SideWinder具有相同的特性。
238	2018 (134)	Bisonal恶意软件变种分析	2018/7/31	paloalto	"['鱼叉式网络钓鱼电子邮件', '漏洞利用', '跨站脚本攻击', 'DDOS攻击', '零日漏洞', '无文件攻击', '木马后门', '拒绝服务攻击', '水坑式攻击', '供应链攻击', '中间人攻击', 'APT攻击']"	暂无数据	5月初，Unit 42的研究人员发现一起针对俄罗斯国防公司和韩国企业的攻击活动，攻击活动中传播的恶意软件是Bisonal恶意软件的变种。Bisonal恶意软件从2014年就开始活跃了。Bisonal变种与之前的Bisonal恶意软件主要有三大不同，分别是C2通信的加密方法，网络通信和驻留机制的代码重写。 截止目前，研究人员只收集到该变种的14个样本，说明使用并不广泛。在攻击活动中，攻击者会诱使用户加载伪装为PDF文件的Windows可执行恶意软件。本文是针对俄罗斯和韩国的攻击活动的分析。
239	2018 (134)	DarkHydrus利用恶意.iqy文件瞄准中东政府机构	2018/7/27	paloalto	"['鱼叉式网络钓鱼电子邮件', '漏洞利用', '跨站脚本攻击', 'DDOS攻击', '零日漏洞', '无文件攻击', '木马后门', '拒绝服务攻击', '水坑式攻击', '供应链攻击', '中间人攻击', 'APT攻击']"	DarkHydrus	Palo Alto Networks公司 Unit 42威胁研究团队深入调查了一起基于新型文件类型（.iqy）的有针对性的攻击活动，至少有一个位于中东地区的政府机构被作为了攻击目标。Unit 42表示，这起攻击活动是由一个之前未被报道过的黑客组织实施的，被他们追踪为“DarkHydrus”。Unit 42发现了更多的攻击痕迹，使他们相信该组织自2016年初以来就一直在使用他们目前仍在使用的恶意脚本开展活动。 Unit 42指出，这起攻击与他们之前观察到的攻击活动有所不同，因为在这起攻击中发送给目标组织的鱼叉式网络钓鱼电子邮件所使用的RAR文件附件（受密码保护）中包含的是恶意Web查询文件（.iqy）。
240	2018 (134)	针对独联体国家的APT攻击	2018/7/26	Accenture	"['鱼叉式网络钓鱼电子邮件', '漏洞利用', '跨站脚本攻击', 'DDOS攻击', '零日漏洞', '无文件攻击', '木马后门', '拒绝服务攻击', '水坑式攻击', '供应链攻击', '中间人攻击', 'APT攻击']"	PatchworkChinastrats	自2017年2月起至2018年5月止，安全供应商报告了一系列涉及CANDLEFISH攻击组织使用名为socksbot的恶意软件家族的网络攻击，其主要目标是独立国家联合体（独联体）国家。本文主要对本次战役中观察到的战术、技术和程序（TTP）进行分析。
241	2018 (134)		2018/7/17	360	['暂无数据']	APT-C-12 蓝宝菇	360公司在2018年7月5日首次对外公开了一个从2011年开始持续近8年针对我国政府、军工、科研、金融等重点单位和部门进行网络间谍活动的高级攻击组织-蓝宝菇（APT-C-12），该组织的活动在近几个月内呈现非常活跃的状态。本文作为前期组织揭露报告的补充，详述蓝宝菇组织在近期攻击活动的技术细节，希望安全业界了解其攻击手法共同完善拼图，输出防御方案联合起来对抗这个国家级的威胁。
242	2018 (134)	Andariel组织的侦察新技术暗示下阶段攻击对象	2018/7/16	TrendMicro	['漏洞利用']	Hidden CobraLazarus	Andariel组织是朝鲜黑客组织Lazarus Group的分支，研究人员通过分析该组织在最新活动中使用的侦察技术，发现了未来潜在的攻击对象
243	2018 (134)	罗马假日行动 - 狩猎俄罗斯APT28	2018/7/13	CSE CyberSec	['木马后门']	APT28SofacySednitAPT-C-20STRONTIUM奇幻熊Sofacy	最近，一系列新的恶意软件样本被提交到主要的在线沙箱。 我们注意到一些提交给Virus Total的样本被一些专家归因于俄罗斯APT28组。 APT28小组（又名Fancy Bear，Pawn Storm，Sednit，Sofacy和Strontium）自2007年以来一直活跃，它的目标是全球的政府，军队和安全组织。 该组织还涉及针对2016年总统选举的一系列攻击。
244	2018 (134)	印度的高级移动恶意软件活动使用恶意MDM	2018/7/12	Talos	['社会工程学']	暂无数据	思科Talos已经确定了针对13款iPhone的高度针对性的广告系列，该广告似乎专注于印度。攻击者部署了一个开源移动设备管理（MDM）系统来控制注册设备。目前，我们还不知道攻击者是如何设法注册目标设备的。注册可以通过物理访问设备来完成，或者最有可能通过使用社交工程来诱使用户注册。在社会工程攻击中，受害者被欺骗点击接受或让攻击者物理访问设备。
245	2018 (134)	台湾科技公司窃取的证书在Plead恶意软件活动中被滥用	2018/7/9	ESET	"['伪造证书', '恶意软件', '盗取证书', '凭证盗取']"	BlackTech黑凤梨 T-APT-03	当我们的系统将多个文件标记为可疑时，我们发现了此恶意软件广告系列。有趣的是，标记的文件使用有效的D-Link Corporation代码签名证书进行了数字签名。完全相同的证书已用于签署非恶意D-Link软件; 因此，证书很可能被盗。
246	2018 (134)	Hussarini - 菲律宾有针对性的网络攻击	2018/7/8	FORTINET	['木马后门']	暂无数据	我们对这种恶意软件的分析显示，它属于Hussarini，也称为Sarhust，一个后门家族，自2014年以来一直积极参与针对东盟地区国家的APT攻击。
247	2018 (134)	APT在中东的攻击：大爆炸	2018/7/8	Check Point	"['鱼叉式网络钓鱼电子邮件', '恶意无线网络', '钓鱼邮件', '网络流量受损', '网络间谍', '战略网络妥协', '僵尸网络']"	暂无数据	在过去的几周里，Check Point威胁情报小组发现了针对整个中东机构，特别是巴勒斯坦权力机构的APT监视攻击的复出。
248	2018 (134)	RANCOR：使用PLAINTEE和DDKONG恶意软件系列在东南亚发起的针对性攻击	2018/6/26	paloalto	"['鱼叉式网络钓鱼电子邮件', '水坑式攻击']"	Rancor	在整个2017年和2018年，第42单元一直在跟踪和观察一系列针对东南亚的高度针对性的攻击，这是基于我们对KHRAT木马的研究。根据证据，这些攻击似乎是由使用以前未知的恶意软件系列的同一组攻击者进行的。此外，这些攻击似乎在分发所使用的恶意软件以及所选目标方面具有高度针对性。基于这些因素，第42单元认为这些攻击背后的攻击者正在进行间谍活动。
249	2018 (134)	Thrip：间谍组击中卫星，电信和国防公司	2018/6/20	Symantec	"['鱼叉式网络钓鱼电子邮件', '恶意软件', '恶意无线网络', '间谍软件', '网络流量受损', '网络间谍', '战略网络妥协', '间谍活动', '僵尸网络']"	NaikonAPT30	赛门铁克基于人工智能的目标攻击分析揭示了新的广泛的间谍活动。近年来网络间谍活动最重要的发展之一就是采用“ 离地生活 ”的群体数量“战术。这是我们使用操作系统功能或合法网络管理工具来破坏受害者网络的简写。
250	2018 (134)	奥运毁灭者仍然活动	2018/6/19	Kaspersky	"['鱼叉式网络钓鱼电子邮件', '水坑式攻击']"	暂无数据	在2018年5月至6月，我们发现了新的鱼叉式网络钓鱼文件，这些文件与奥林匹克驱逐舰过去使用的武器化文件非常相似。这个和其他TTP让我们相信我们再次看到同一个演员。但是，这次攻击者有了新目标。根据我们的遥测和分析的鱼叉式网络钓鱼文件的特点，我们认为奥林匹克驱逐舰背后的攻击者现在瞄准俄罗斯的金融组织，以及欧洲和乌克兰的生物和化学威胁预防实验室。
251	2018 (134)	另一个潜在的MuddyWater Campaign使用基于Powershell的PRB-Backdoor	2018/6/14	TrendMicro	['木马后门']	暂无数据	在2018年5月，我们发现了一个可能与此广告系列相关的新示例（检测为W2KM_DLOADR.UHAOEEN）。与之前的广告系列一样，这些示例再次涉及嵌入了恶意宏的Microsoft Word文档，该恶意宏能够执行导致后门有效负载的PowerShell（PS）脚本。
252	2018 (134)	MirageFox：APT15使用基于Old Ones的新工具重新浮出水面	2018/6/14	INTEZER	['恶意软件']	Ke3ChangAPT15	巧合的是，在最近美国海军承包商的黑客行为和潜在战争中高度敏感的数据被盗后，我们发现了一个被称为APT15的团体近期的活动证据，该团体以进行网络间谍活动而闻名，据信这与网络间谍有关。
253	2018 (134)	LuckyMouse访问国家数据中心，组织国家级的水务运动	2018/6/13	Kaspersky	['暂无数据']	LuckyMouseEmissary PandaAPT27	由于使用的工具和策略，我们将该活动归因于LuckyMouse中文演员（也称为EmissaryPanda和APT27）。此外，C2域update.iaacstudio [。] com之前已在其广告系列中使用。此活动中发现的工具，如HyperBro特洛伊木马，经常被各种讲中文的演员使用。
254	2018 (134)	Patchwork APT集团瞄准美国智囊团	2018/6/7	Volexity	"['鱼叉式网络钓鱼电子邮件', '水坑式攻击']"	PatchworkChinastrats	从Volexity观察到的攻击中，最值得注意的是Patchwork已经转向其目标并直接针对美国智囊团发起攻击。Volexity还发现，除了发送恶意软件诱惑之外，Patchwork威胁参与者还利用其电子邮件中的唯一跟踪链接来识别哪些收件人打开了他们的电子邮件。
255	2018 (134)	Adobe Flash Zero-Day利用中东针对性攻击	2018/6/7	Gigamon ATR team	['漏洞利用']	暂无数据	Gigamon应用威胁研究（ATR）团队已经确定了Adobe Flash中零日漏洞的积极利用，似乎针对中东地区的个人和组织。该漏洞（CVE-2018-5002）允许恶意制作的Flash对象在受害计算机上执行代码，从而使攻击者能够执行一系列有效负载和操作。
256	2018 (134)	关于TRITON和TriStation的完全管状论述	2018/6/7	FireEye	['恶意软件']	暂无数据	2017年12月，FireEye的Mandiant讨论了涉及TRITON框架的事件响应。TRITON攻击和许多公开讨论的ICS入侵涉及常规技术，其中威胁行为者仅使用成功执行任务所必需的内容。对于INDUSTROYER和TRITON，攻击者通过两个环境都可访问的系统从IT网络迁移到OT（运营技术）网络。在这些入侵过程中使用了传统的恶意软件后门，Mimikatz馏分，远程桌面会话以及其他记录良好，易于检测的攻击方法。
