,国家,报告标题,披露时间,披露机构,攻击方法,组织别名,报告摘要
189,韩国 (23),Olympic Destroyer新变种，Hades为其幕后黑手,2018/11/21,Check Point,['暂无数据'],,最近，Checkpoint发现了Olympic Destroyer的新变种，该恶意软件是早些时候针对韩国冬季奥运会部署的恶意软件。Hades APT组织被认为是Olympic Destroyer恶意软件背后的开发者和传播者。新的变种最早于10月在乌克兰发现，该恶意软件使用的代码类似于之前Hades的droppers所使用的代码。该恶意软件还包含反分析和延迟执行功能。Hades的dropper的一个常见做法是使用受损服务器作为第二阶段C2。尽管对Hades的基础设施知之甚少，但是一些联系他们的C2的dropper暴露了一些服务器错误。这些错误表明受感染的服务器仅充当代理，并且请求实际上被重定向到托管Empire后端的另一个服务器。
190,韩国 (23),“Tick” 组织的持续性攻击分析,2017/7/24,paloalto,"['后门木马', '漏洞利用']",TickREDBALDKNIGHTBronze Butler,黑客组织 Bronze Butler（ 又称 Tick ）自 2012 年以来一直针对日本企业的关键基础设施、重工业、制造业以及国际关系方面展开攻击活动，旨在窃取企业知识产权与其机密信息。有消息指出，该组织似乎还与中国存有潜在联系。
191,俄罗斯 (20),美国大选下的APT攻击：Kimsuky以选举结果预测为诱饵的攻击活动分析,2020/11/4,奇安信,['钓鱼攻击'],Kimsuky,Kimsuky，别名Mystery Baby，Baby Coin，Smoke Screen，Black Banshe。疑似具有东北亚背景，主要针对韩国，俄罗斯进行攻击活动，最早由卡巴斯基披露。韩国安全公司认为其与Group123存在部分重叠。 美国2020大选竞争激烈，也引起了全世界的关注。近日奇安信威胁情报中心红雨滴团队在日常高级威胁狩猎中，捕获东北亚地区的Kimsuky APT组织以美国大选为诱饵的攻击样本，该样本以美国总统大选预测为标题，诱导受害者点击执行，同时采用在HWP文档中嵌入VBS脚本方式，有效的绕过杀软检测，该样本在首次上传到VirusTotal时，没有杀软检测到其恶意代码。
192,俄罗斯 (20),罕见的联盟-末日军团和隐形地鼠首次联合开展攻击活动,2020/8/5,360,['木马后门'],Gamaredon,360针对Gamaredon组织最近的攻击活动进行扩展追踪，发现了一个C++版本的后门程序，该后门与该组织已经披露的后门程序并不类似，其由Gamaredon组织的其他后门更新至目标计算机中。该系列后门木马通过计划任务实现持久化。同时会获取用户计算机用户名发送至C2，C2基础设施疑似使用了域前置攻击技术来规避流量检测。然后C2会根据用户情况下发安装新的攻击组件包，组件包多为7zip自解压格式。同类后门程序多数受影响用户分布在乌克兰，俄罗斯。在被植入的攻击组件中，存在另外一个C++版本的文件窃取后门，该后门在2020年6月被披露过。有效载荷中包含InvisiMole组织研发的专属下载器tcp downloader，这表明Gamaredon小组与InvisiMole小组进行联合行动。
193,俄罗斯 (20),Moobot僵尸网络发起DDoS攻击活动，影响3k多域名,2020/7/9,360,"['木马后门', '僵尸网络', '漏洞利用', ':', 'CVE', '-', '2020', '-', '8515', '漏洞利用', ':', 'CVE', '-', '2017', '-', '17215', '漏洞利用', ':', 'CVE', '-', '2014', '-', '8361', '漏洞利用', ':', 'CVE', '-', '2020', '-', '5722', '漏洞利用', ':', 'CVE', '-', '2017', '-', '8225']",暂无数据,Moobot样本主要通过Telnet弱口令和利用Nday、0day漏洞(包括CVE-2020-8515、CVE-2017-17215、CVE-2014-8361、CVE-2020-5722、CVE-2017-8225等)传播，最近发现Moobot僵尸网络参加了一次重大的DDoS攻击活动，影响了至少3k以上域名。其通常使用DNS TXT存储C2/手动构建DNS TXT请求、使用新的UPX幻数进行加壳、使用码表替换的加密方法的隐藏敏感资源、使用SOCKS PROXY，TOR PROXY。在2020年1月起活跃至今的名为Moobot_xor的变种中，只修改了上线协议。Moobot_xor采用Mirai经典的Xor加解密方法，key为0DEADBEEFh。Mobot_xor在Mirai通信协议的基础上做了微小的修改。Moobot，其攻击活动从未停止过。根据观察，其日活C2始终保持个位数，但是C2存活时间较长。攻击目标遍布全球，每日攻击目标100个左右。Moobot的攻击目标遍布全球，被攻击的目标主要分布在中国，美国，德国，俄罗斯等地。
194,俄罗斯 (20),新的恶意软件AcidBox针对俄罗斯组织,2020/6/17,paloalto,['恶意软件'],暂无数据,在2019年2月，Unit 42发现了一个未知的威胁行为者，研究显示，2017年，这个未知的攻击者利用VirtualBox驱动版本2.2.0攻击了至少两家俄罗斯组织。攻击者使用了一个未知的恶意软件家族，由于第一部分是该恶意软件的驱动程序设备名称的字样，而第二部分是从VirtualBox中提取的，因此研究人员称之为AcidBox。它使用一种已知的VirtualBox漏洞来禁用Windows中的驱动程序签名执行。众所周知的是，VirtualBox驱动程序VBoxDrv.sys系统v1.6.2易受Turla的攻击并使用，此新恶意软件利用相同的漏洞，但使用较新版本的VirtualBox。
195,俄罗斯 (20),Lazarus开展针对加密货币的后续AppleJeus行动,2020/1/8,Kaspersky,['恶意软件'],APT-C-26,卡巴斯基研究人员发现了Lazarus组织针对加密货币领域的后续AppleJeus行动。在该后续活动中，Lazarus开发了自定义macOS恶意软件，其使用Object-C框架，托管在GitHub上，并添加了一种身份验证机制，在不接触磁盘的情况下加载下一阶段有效载荷。针对Windows用户目标时，Lazarus建立了wfcwallet的虚假网站，并制定了多阶段感染程序，感染始于.NET恶意软件，其伪装成WFC钱包更新程序，执行后，将模仿连接到C2地址的钱包更新程序。然后，攻击者使用RasMan Windows服务通过持久性机制下载有效载荷。研究人员目前发现了在英国、波兰、俄罗斯和中国的几名受害者，大多都与加密货币业务实体有关。
196,俄罗斯 (20),RTM银行木马再现北亚，针对石油业发起持续攻击,2019/11/29,奇安信,['暂无数据'],暂无数据,奇安信病毒响应中心在日常威胁追踪中发现，一例针对俄罗斯鄂木斯克州，一家与石油相关的公司的攻击活动。攻击入口依旧为邮件，通过向公司公开邮箱中发送诱饵邮件获得攻击入口。攻击目的为植入后门程序以及获取目标机器上的浏览器本地凭证信息。
197,俄罗斯 (20),Stantinko僵尸网络分发矿工，利用YouTube存储矿池代理,2019/11/26,ESET,['暂无数据'],暂无数据,最近，研究人员发现Stantinko僵尸网络至少从2018年8月开始分发门罗币矿工获取利益。该僵尸网络至少从2012年起就开始活跃，主要针对俄罗斯、乌克兰、白俄罗斯和哈萨克斯坦的用户。之前，该僵尸网络进行了点击欺诈，广告注入，社交网络欺诈和密码窃取攻击。矿工模块是xmr-stak开源cryptominer的高度修改版本，该模块通过挖掘加密货币来耗尽受感染机器的大部分资源。为了逃避检测，矿工程序会删除所有不必要的字符串甚至整个功能，其余的字符串和函数被严重混淆。并且不会直接与其矿池进行通信，而是通过从YouTube视频的描述文本中获取其IP代理进行通信。同时还具备暂停其他矿工，检测安全软件等功能。如果矿工程序检测到机器未连接任何电源，则暂停采矿，以防止电池耗尽引起用户怀疑。
198,俄罗斯 (20),神秘APT框架DarkUniverse被曝光，使用鱼叉式钓鱼进行窃密活动,2019/11/6,Kaspersky,['鱼叉邮件'],暂无数据,卡巴斯基最近揭露了神秘APT组织框架DarkUniverse的一系列活动，该组织从2009年到2017年一直活跃，这些活动与ItaDuke系列活动存在代码重叠。攻击者主要采用鱼叉式钓鱼手法，向目标发送带有恶意Microsoft Office文档的信函，2018年的攻击活动中大约有20名受害者，受害者包括平民组织和军事组织，分别位于叙利亚，伊朗，阿富汗，坦桑尼亚，埃塞俄比亚，苏丹，俄罗斯，白俄罗斯和阿拉伯联合酋长国。恶意样本在发送之前立即编译，2017年使用的最新样本中包括updater.mod和提供键盘记录功能的gum30.dll文件。updater.mod模块负责连接到C2并下载其他恶意软件模块，包括dfrgntfs5.sqt–用于执行来自C2的命令的模块，msvcrt58.sqt–窃取邮件凭据和电子邮件的模块等，所有的恶意软件模块均使用自定义算法加密。恶意软件配置存储在注册表中的SOFTWARE\AppDataLow\GUI\LegacyP中，其中包括C2账户凭据等信息。
199,俄罗斯 (20),Anubis银行木马最新活动，仿冒成抖音国际版传播,2019/11/5,奇安信,['木马后门'],暂无数据,"Anubis是一种主要活动在欧美等地的Android银行木马，其攻击手法主要通过伪装成金融应用、聊天应用、手机游戏、购物应用、软件更新、邮件应用、浏览器应用等一些主流的APP及用户较多的APP进行植入。近期奇安信病毒响应中心捕获到一款仿冒为抖音国际版""TikTok""的恶意软件，经过分析发现该恶意软件为Anubis木马变种。Anubis代码核心以远控为主体，钓鱼、勒索等其它功能为辅，目的则为获取用户关键信息，窃取用户财产。此次发现的仿冒“TikTok”的Anubis木马，其在功能上做了一些改变，并根据实际的需求，增加及优化了一些功能。目前受害者大多均来自俄罗斯，中国国内也有用户中招。"
200,俄罗斯 (20),APT组织黑格莎(Higaisa)针对朝鲜目标进行攻击活动,2019/11/5,腾讯,['暂无数据'],暂无数据,"腾讯威胁情报中心在2019年年初捕获到一起攻击活动，该攻击活动一直持续到现在。根据对该活动中所使用的攻击技术、被攻击人员背景等分析研判，认为其背后组织为来自韩国的具有政府背景的APT攻击组织，取名为""黑格莎(Higaisa)""。该组织常利用节假日、朝鲜国庆等朝鲜重要时间节点来进行钓鱼活动，诱饵内容包括新年祝福、元宵祝福、以及重要新闻、海外人员联系录等等。除此之外，其恶意软件还伪装成常用软件或下载插件等，针对移动端目标进行攻击。被攻击的对象还包括跟朝鲜相关的外交实体(如驻各地大使馆官员)、政府官员、人权组织、朝鲜海外居民、贸易往来人员等。目前监测到的受害国家包括中国、朝鲜、日本、尼泊尔、新加坡、俄罗斯、波兰、瑞士等。"
201,俄罗斯 (20),疑似Darkhotel组织利用Chrome零日漏洞，针对朝鲜发起水坑攻击,2019/11/4,Kaspersky,['水坑攻击'],DarkhotelDarkhotelAPT-C-06,最近，卡巴斯基安全研究人员曝光了WizardOpium攻击行动，攻击者在朝鲜新闻门户主页上插入恶意JavaScript代码，进行水坑式注入攻击。该活动利用Chrome音频组件漏洞(CVE-2019-13720)来执行任意代码，从而下发最终恶意软件。漏洞利用程序尝试使用递归函数创建大量对象，从而开始堆喷寻找在内存未释放的指针进行利用，并在最终执行Shellcode代码，运行嵌入的Payload。然后下载加密的二进制文件(worst.jpg)并解密，恶意软件会将updata.exe释放到磁盘上并执行。为了达到持久化，该恶意软件会在Windows任务计划列表中安装任务。然后会从硬编码的C2服务器中下载下一阶段木马。该攻击行动疑似来自黑客组织Darkhotel。
202,俄罗斯 (20),Redaman银行木马通过比特币区块链，动态隐藏C2服务器地址,2019/10/21,Check Point,"['钓鱼攻击', '木马后门']",暂无数据,Redaman是通过网络钓鱼活动分发的一种银行恶意软件，于2015年首次出现，主要针对俄语使用者。该木马的新版本将C2服务器IP地址隐藏在比特币区块链中。攻击者首先将IP地址的每个八位字节从十进制转化为十六进制，然后将前两个八位字节以相反顺序组合，然后将十六进制转化为十进制。并且以同样方式处理后两个八位字节，最后将其作为钱包地址1BkeGqpo8M5KNVYXW3obmQt1R58zXAqLBQ的交易额后缀。银行木马首先发送Get请求获取硬编码的比特币钱包1BkeGqpo8M5KNVYXW3obmQt1R58zXAqLBQ最后十笔交易，然后将获取前两笔支付交易额后缀，并将其按照上述规则进行逆向转换，从而获取对应的C2地址
