,报告标题,APT组织,披露时间,披露机构,攻击方法,报告摘要
114,Hard Pass:APT34拒绝加入他们的专业网络,OilRig (15),2019-07-18,FireEye,鱼叉式钓鱼攻击漏洞攻击木马后门,APT34 伊朗的APT组织，伪装剑桥大学发送钓鱼邮件，针对政府、能源、公共行业等目标。使用特马：TONEDEAF，使用HTTP或DNS与命令和控制服务器通信。
115,OilRig组织数据转储技术分析,OilRig (15),2019-04-30,paloalto,暂无数据,最近，声称为OilRig活动有关的数据转储被公布，Unit 42研究人员发现数据转储中包含的组件确实与已知的OilRigOilRig策略、技术和程序（TTP）一致。数据转储包括与OilRig组织相关联的两个后门BONDUPDATER以及Glimpse工具，Glimpse工具与研究人员在2018年9月发布的报告中发现的更新的BONDUPDATER工具有关。数据转储中的第二个后门名为Poison Frog，疑似用于中东目标攻击的BONDUPDATER的变种。转储中包含的三个webshell，分别名HyperShell、HighShell和Minion。Minion很可能是基于代码、文件名和功能重叠的HighShell变种。HyperShell和HighShell是TwoFace的变种，其中HyperShell与TwoFace加载器相关，而HighShell与TwoFace有效载荷相关。数据转储中还包括一个名为webmask的工具，该工具是专门用于执行DNS劫持的脚本。
116,OilRig继续攻击中东政府，并为OopsIE木马新增规避技术,OilRig (15),2018-09-04,paloalto,漏洞攻击鱼叉攻击木马后门,伊朗黑客组织OilRig仍在继续使用他们所常用的工具和战术，针对中东地区的政府实体发动持续不断的攻击。 正如在最近几起攻击中所观察到的那样，该组织目前所使用的工具并非是其常用工具的完全复制品，而是更新升级后的新变种。例如，在最新发现的一起攻击中，钓鱼电子邮件的附件就包含了一个OopsIE木马（于2018年2月被Unit 42发现）的变种。 与之前的版本相比，虽然说这个新的OopsIE木马变种在通用功能方面基本上没有太多的变化，但增加了反分析和反虚拟机功能，能够进一步规避自动防御系统的检测。
117,OilRig在中东的目标上使用RGDoor IIS Backdoor,OilRig (15),2018-01-25,paloalto,木马后门,在调查上传到TwoFace webshell的文件时，Unit 42发现安装了一个我们称之为RGDoor的Internet信息服务（IIS）后门的角色。我们的数据表明，演员已经在属于八个中东政府组织的网络服务器以及一个金融和一个教育机构中部署了RGDoor后门。
118,APT34利用CVE-2017-11882针对中东攻击样本分析,OilRig (15),2017-12-07,FireEye,后门木马鱼叉式钓鱼攻击漏洞利用水坑攻击,在2017年11月14日，微软官方发布了CVE-2017-11882漏洞的补丁，不到一周后，Fireye发现了一名利用Office漏洞攻击中东政府组织的攻击者。我们认为此次攻击活动是由一个疑似在伊朗从事网络间谍活动的黑客组织发起的，我们称之为APT34。他们通过使用自己编写的PowerShell后门实现这次攻击。
119,OilRig使用ISMDoor变形，可能与Greenbug组织有关,OilRig (15),2017-07-27,paloalto,后门木马漏洞利用,OilRig使用ISMDoor变形木马，可能与Greenbug组织有关。早在2017年1月，赛门铁克就首次报道了这一组织，详细介绍了他们的操作，并使用了一个名为ismdoor的自定义信息窃取木马。本文详细介绍了两者的分析结果和关系。
120,赛门铁克披露APT组织Orangeworm：攻击欧美亚地区的医疗行业,Orangeworm (1),2018-04-23,Symantec,后门木马,赛门铁克追踪到一个名为 Orangeworm 的 APT 组织，它针对位于美国、欧洲和亚洲国家的医疗组织机构发动攻击，不过这些攻击貌似并非出自国家黑客之手。赛门铁克公司发布报告称，Orangeworm 首次现身于2015年1月，主要攻击的是医疗行业的组织机构，占被攻击目标的近40%；其它遭攻击的行业在某种程度上也和医疗行业有关，如 IT (15%)、制造业 (15%)、物流 (8%) 和农业 (8%)。具体来讲，其它行业的受害者包括医疗设备厂商、向诊所提供服务的 IT 公司以及交付医疗产品的物流公司。研究人员表示，医疗行业以外的公司也在供应链攻击之列，最终目标是获得访问目标实体系统的权限。
121,APT组织摩诃草近期针对周边国家和地区的攻击活动分析,Patchwork (9),2020-07-13,奇安信,钓鱼攻击木马后门水坑攻击,奇安信发现多个摩诃草组织近期针对周边国家和地区的定向攻击样本。在此次样本中，摩诃草组织采用了多种利用方式：例如伪装成南亚地区某国的网络安全协议的CVE-2017-0261漏洞利用文档，伪装成疫情防范指导指南的宏利用样本等。同时还捕获一例疑似水坑攻击样本，其攻陷了巴基斯坦某证券交易网站，并在网站中放置了一个伪装成java运行环境安装程序的恶意可执行文件。最终执行的后门是摩诃草组织常用的FakeJLI后门。该后门加载执行后，首先通过创建互斥量保证只有一个实例运行，然后收集受害者计算机电脑名、操作系统版本等信息。除此之外，还发现了疑似是Bozok RAT的dll文件，其加载执行后，将从资源中获取配置信息，包括互斥量、c2、解密插件密钥等。
122,摩诃草团伙利用公用平台分发C2配置攻击活动揭露,Patchwork (9),2019-08-26,奇安信,漏洞攻击网络钓鱼,近期，奇安信威胁情报中心红雨滴团队利用公开情报发现一个摩诃草团伙的XLSM诱饵文档样本，经过分析发现其载荷主要通过 Github 和 Feed43获取加密的 C&amp;C 配置。通过关联分析我们找到了更多被摩诃草利用的 Github 地址，最早可以追溯到2018年7月，并且截至报告完成时，相关账号依然在使用。 本文主要对Github上配置文件的解密算法分析和通过解密的数据总结出攻击者的一些活动特征。
123,针对独联体国家的APT攻击,Patchwork (9),2018-07-26,Accenture,漏洞攻击鱼叉攻击木马后门,自2017年2月起至2018年5月止，安全供应商报告了一系列涉及CANDLEFISH攻击组织使用名为socksbot的恶意软件家族的网络攻击，其主要目标是独立国家联合体（独联体）国家。本文主要对本次战役中观察到的战术、技术和程序（TTP）进行分析。
124,Patchwork APT集团瞄准美国智囊团,Patchwork (9),2018-06-07,Volexity,鱼叉式网络钓鱼,从Volexity观察到的攻击中，最值得注意的是Patchwork已经转向其目标并直接针对美国智囊团发起攻击。Volexity还发现，除了发送恶意软件诱惑之外，Patchwork威胁参与者还利用其电子邮件中的唯一跟踪链接来识别哪些收件人打开了他们的电子邮件。
125,Patchwork继续向印度次大陆提供BADNEWS,Patchwork (9),2018-03-07,paloalto,恶意软件,自2017年12月上次公开报告以来，这些恶意文件最终提供的BADNEWS恶意软件负载已经更新.BADNEWS充当攻击者的后门，为他们提供对受害者计算机的完全控制。它历来利用合法的第三方网站来托管恶意软件的命令和控制（C2）信息，充当“死机”。收集C2信息后，BADNEWS利用HTTP与远程服务器进行通信。
126,解密Patchwork间谍组织手段,Patchwork (9),2017-12-11,TrendMicro,后门木马鱼叉式钓鱼攻击漏洞利用供应链攻击水坑攻击,Patchwork又被称为Dropping Elephant，该组织以中国相关主题作为诱饵，比如中国南海问题，进而对目标的网络进行攻击。
127,Patchwork的暴露,Patchwork (9),2017-09-19,Cymmetria,鱼叉式钓鱼攻击,Patchwork APT自2015年12月被监测到之后，目前已经感染了大约2500台电脑，虽有迹象表明其最早活动可追溯至2014年，但Cymmetria并未第一时间发现。 Patchwork APT针对的目标是军事和政治机构，特别是那些与东南亚和南海问题相关的工作机构雇员，目标多是政府或与政府有间接联系的机构。Patchwork通过利用CVE-2014-4114漏洞及互联网上披露的攻击方法技术来对受害者进行鱼叉式钓鱼邮件攻击，攻击成功后Patchwork APT通过搜索文档并上传至其C&C服务器，如果目标主机非常有价值，Patchwork APT还会进一步安装第二阶段渗透工具。
128,Patchwork间谍组织集团将目标从政府扩展到广泛的行业,Patchwork (9),2016-07-25,Symantec,水坑攻击鱼叉邮件,赛门铁克发现Patchwork攻击团伙目前将目标瞄准美国、中国、日本、东南亚和英国的各个行业，该团伙将中国主题的内容作为诱饵，利用CVE-2012-0158及CVE-2015-1641漏洞制作后门程序以对目标网络进行入侵。最近发现Patchwork团队攻击了航空业、广播业、能源业、金融业、非政府机构、制药业、公共行业、出版业、软件业。最近，卡巴斯基和Cymmetria这两家安全软件公司均发布了有关此攻击活动的报告，报告内容与我们的观察结果大致相符。
129,堕落的大象,Patchwork (9),2016-07-08,Kaspersky,水坑攻击鱼叉邮件,卡巴斯基安全研究团队检测发现2015年11月到2016年6月有疑似来自印度的攻击组织（Dropping Elephant）通过鱼叉式钓鱼邮件及水坑攻击手法，主要攻击亚洲地区中国政府、国际事务的外交机构。通过相关漏洞：CVE-2012-0158、CVE-2014-6352、CVE-2014-4114 Office 相关软件漏洞进行鱼叉式钓鱼邮件攻击，通过其他网站下载新闻，引诱受害者下载恶意文件进行水坑攻击。
130,老虎之眼,Pitty Tiger (1),2014-11-07,Cyber Security Airbusds,远控木马,Cyber Security Airbusds 发现以中国香港、台湾为主要C&C服务器基础设施的组织长期对欧洲某些国防、电信、软件开发公司设施APT攻击，Cyber Security Airbusds 称之为Pitty Tiger，该组织主要使用钓鱼邮件攻击投递恶意office 文件，并最终下载多个恶意的C&C 如：CT RAT，MM RAT，Paladin RAT，Gh0st RAT。并最终溯源到攻击者可能在中国内地，并发现了攻击者常用的网络ID等信息。
131,APT组织Platinum仍然活跃，更新两种后门工具,Platinum (3),2019-11-11,Kaspersky,暂无数据,卡巴斯基实验室人员发布分析报告称2018年7月针对东南亚国家，外交、政府和军事实体的攻击活动EasternRoppels可能与APT组织Platinum有关。其攻击工具的特点是多阶段执行，利用新的隐写术来隐藏通信过程。这次更新的TTPs是Steganography后门和在它基础上改进的P2P后门。
132,Platinum组织最新攻击活动，使用新无文件后门Titanium,Platinum (3),2019-11-11,Kaspersky,暂无数据,由微软追踪到的高级持续威胁组织Platinum正在使用一种名为Titanium的新型木马后门恶意软件来渗透并控制目标系统。Titanium的与众不同之处在于它使用了各种隐藏方法，将其伪装成安全解决方案、声音驱动程序或DVD视频创作工具。至少从2009年起，Platinum(也被卡巴斯基跟踪为TwoForOne)就一直活跃在亚太地区，目标是政府机构、国防机构、情报机构、外交机构、政府机构。该活动的主要目标位于南亚和东南亚。根据卡巴斯基的研究团队所言，Platinum使用本地内部网站传递恶意负载，或者通过未知的方法将shell代码注入到系统进程中。Shellcode通过从命令和控制服务器下载加密的有效载荷，对其解密并在感染链中启动下一个有效载荷，从而在目标机器上获得最初的立足点。恶意负载使用Windows后台智能传输服务(BITS)服务下载所需的文件，并利用合法的cURL工具与C2服务器通信。Titanium有效负载将被加载到内存中并启动，该负载通过Windows API调用和循环进行混淆，以绕过检测，接收到的C2命令隐藏在PNG文件中。由于使用了加密和无文件技术，无法将文件系统中的任何文件检测为恶意文件。
